THG,The Hanover Insurance Group Inc.,0.20000000298023224 0.20000000298023224,-0.800000011920929 0.800000011920929,-0.4000000059604645 0.4000000059604645,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.0 0.0,0.0 0.0,-0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.5 0.5,-0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,0.8999999761581421 0.8999999761581421,-0.30000001192092896 0.30000001192092896,-0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,-0.699999988079071 0.699999988079071,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071
LXK,Lexmark International Inc.,0.30000001192092896 0.30000001192092896,0.0 0.0,-0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224,-0.20000000298023224 0.20000000298023224,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.0 0.0,0.4000000059604645 0.4000000059604645,0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.5 0.5,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896
STRA,Strayer Education Inc.,0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.5 0.5,-0.20000000298023224 0.20000000298023224,0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.6000000238418579 0.6000000238418579,0.0 0.0,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.800000011920929 0.800000011920929,0.20000000298023224 0.20000000298023224,-0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,0.5 0.5,-0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,-0.20000000298023224 0.20000000298023224,0.8999999761581421 0.8999999761581421,
STRN,Sutron Corporation,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,-0.5 0.5,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.5 0.5,0.0 0.0,-0.5 0.5,0.0 0.0,0.10000000149011612 0.10000000149011612,,,
AMRE,"AmREIT, Inc.",-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,-0.800000011920929 0.800000011920929,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,0.10000000149011612 0.10000000149011612,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
AAON,AAON Inc.,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.4000000059604645 0.4000000059604645,0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.5 0.5,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
RLGY,Realogy Holdings Corp.,-0.5 0.5,-0.30000001192092896 0.30000001192092896,0.0 0.0,-0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.699999988079071 0.699999988079071,-0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,-0.800000011920929 0.800000011920929,-0.699999988079071 0.699999988079071,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.0 0.0,0.10000000149011612 0.10000000149011612,0.5 0.5,,
Ticker,Name,20090101,20090401,20090701,20091001,20100101,20100401,20100701,20101001,20110101,20110401,20110701,20111001,20120101,20120401,20120701,20121001,20130101,20130401,20130701,20131001,20140101,20140401,20140701,20141001,20150101,20150401,20150701,20151001,20160101,20160401,20160701,20161001,20170101,20170401,20170701,20171001
COSI,Cosi Inc.,-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,
UAM,Universal American Corp,-0.800000011920929 0.800000011920929,0.5 0.5,0.699999988079071 0.699999988079071,0.0 0.0,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.10000000149011612 0.10000000149011612,0.30000001192092896 0.30000001192092896,-0.5 0.5,0.0 0.0,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,0.699999988079071 0.699999988079071,0.30000001192092896 0.30000001192092896,0.0 0.0,-0.30000001192092896 0.30000001192092896,-0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.5 0.5,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,0.0 0.0,0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.800000011920929 0.800000011920929,,,,,
CMLS,Cumulus Media Inc.,0.0 0.0,0.0 0.0,0.0 0.0,-0.10000000149011612 0.10000000149011612,0.0 0.0,0.0 0.0,0.5 0.5,0.10000000149011612 0.10000000149011612,-0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,0.5 0.5,0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,0.10000000149011612 0.10000000149011612,-0.699999988079071 0.699999988079071,-0.30000001192092896 0.30000001192092896,0.5 0.5,-0.6000000238418579 0.6000000238418579,0.5 0.5,0.699999988079071 0.699999988079071,0.5 0.5,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.6000000238418579 0.6000000238418579,-0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,0.0 0.0,-0.30000001192092896 0.30000001192092896,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,,
ACPW,Active Power Inc.,0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.20000000298023224 0.20000000298023224,0.4000000059604645 0.4000000059604645,0.699999988079071 0.699999988079071,-0.5 0.5,-0.5 0.5,-0.4000000059604645 0.4000000059604645,-0.6000000238418579 0.6000000238418579,0.0 0.0,-0.5 0.5,-0.5 0.5,0.800000011920929 0.800000011920929,-0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,0.800000011920929 0.800000011920929,-0.10000000149011612 0.10000000149011612,-0.5 0.5,-0.5 0.5,-0.20000000298023224 0.20000000298023224,-0.20000000298023224 0.20000000298023224,-0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,-0.20000000298023224 0.20000000298023224,-0.8999999761581421 0.8999999761581421,0.0 0.0,-0.800000011920929 0.800000011920929,-0.8999999761581421 0.8999999761581421,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.5 0.5,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.10000000149011612 0.10000000149011612,
HF,"HFF, Inc.",-0.20000000298023224 0.20000000298023224,0.699999988079071 0.699999988079071,0.10000000149011612 0.10000000149011612,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.6000000238418579 0.6000000238418579,-0.4000000059604645 0.4000000059604645,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,0.6000000238418579 0.6000000238418579,0.5 0.5,-0.6000000238418579 0.6000000238418579,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.800000011920929 0.800000011920929,0.0 0.0,0.30000001192092896 0.30000001192092896,0.5 0.5,0.20000000298023224 0.20000000298023224,0.0 0.0,0.10000000149011612 0.10000000149011612,0.699999988079071 0.699999988079071,0.0 0.0,0.0 0.0,0.20000000298023224 0.20000000298023224,-0.699999988079071 0.699999988079071,0.0 0.0,-0.5 0.5,0.10000000149011612 0.10000000149011612,0.0 0.0,-0.699999988079071 0.699999988079071,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896
LLEN,"L & L Energy, Inc.",0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,0.20000000298023224 0.20000000298023224,-0.4000000059604645 0.4000000059604645,-0.4000000059604645 0.4000000059604645,0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.5 0.5,-0.800000011920929 0.800000011920929,0.10000000149011612 0.10000000149011612,0.5 0.5,0.0 0.0,-0.5 0.5,0.5 0.5,0.0 0.0,0.20000000298023224 0.20000000298023224,0.30000001192092896 0.30000001192092896,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.8999999761581421 0.8999999761581421,0.800000011920929 0.800000011920929,0.30000001192092896 0.30000001192092896,-0.800000011920929 0.800000011920929,-0.20000000298023224 0.20000000298023224,-0.6000000238418579 0.6000000238418579,-0.5 0.5,0.6000000238418579 0.6000000238418579,-0.30000001192092896 0.30000001192092896,0.10000000149011612 0.10000000149011612,-0.800000011920929 0.800000011920929,-0.4000000059604645 0.4000000059604645,-0.30000001192092896 0.30000001192092896,-0.8999999761581421 0.8999999761581421,0.30000001192092896 0.30000001192092896,,
